SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Aug-2020","Sweet Treats","Schnoogles 8.81oz",271.32,28
"01-Aug-2020","Sweet Treats","Googlies 1.94oz",118.00,200
"01-Aug-2020","Sweet Treats","Caramax 6.59oz",1761.43,737
"01-Aug-2020","Sweet Treats","Creamies 10.57oz",5280.03,867
"01-Aug-2020","Sweet Treats","Salt Chocolate 10.57oz",1177.29,381
"01-Aug-2020","Sweet Treats","The Original 4.23oz",131.12,88
"01-Aug-2020","Sweet Treats","Chocolatey Nougat 8.81oz",568.82,238
"01-Aug-2020","Sweet Treats","Meltos 28.19oz",14795.43,767
"01-Aug-2020","Sweet Treats","Zoots 3.17oz",799.80,620
"01-Aug-2020","Sweet Treats","Rumbuns 2.47oz",1158.51,529
"01-Aug-2020","Sweet Treats","Xero 4.23oz",743.04,576
"01-Aug-2020","Sweet Treats","Zigzags 5.64oz",209.79,81
"01-Aug-2020","Sweet Treats","Yumyums 22.91oz",9800.49,791
"01-Aug-2020","Sweet Treats","Zigzags 3.52oz",746.25,375
"01-Aug-2020","Sweet Treats","Bitterbutter 3.88oz",404.54,226
"01-Aug-2020","Sweet Treats","Whippersnappers 4.41oz",230.52,68
"01-Aug-2020","Sweet Treats","Dr Sweets 9.52oz",1145.82,678
"01-Aug-2020","Sweet Treats","Paramels 8.35oz",2457.00,300
"01-Aug-2020","Sweet Treats","Yumyums 5.71oz",2777.46,714
"01-Aug-2020","Sweet Treats","Minotaur 13.39oz",637.28,112
"01-Aug-2020","Sweet Treats","Buzzers 7.47oz",1888.10,790
"01-Aug-2020","Sweet Treats","Sweetlings 7.05oz",53.90,10
"01-Aug-2020","Sweet Treats","Elysian Fudge 1.76oz",1396.90,610
"01-Aug-2020","Sweet Treats","Sportsman 7.05oz",1182.75,475
"01-Aug-2020","Sweet Treats","Schnoogles 3.52oz",2363.79,551
"01-Aug-2020","Sweet Treats","Elysian Fudge 4.41oz",3555.15,685
"01-Aug-2020","Sweet Treats","Sweetlings 11.28oz",1388.64,176
"01-Aug-2020","Sweet Treats","Sportsman 2.82oz",906.78,762
"01-Aug-2020","Sweet Treats","Daydream 7.05oz",1105.56,444
"01-Aug-2020","Sweet Treats","Huckles 2.11oz",32.67,33
"01-Aug-2020","Sweet Treats","Obelisk 8.81oz",1076.83,257
"01-Aug-2020","Sweet Treats","Caramax 2.64oz",201.65,185
"01-Aug-2020","Sweet Treats","Hoots 9.87oz",1819.72,388
"01-Aug-2020","Sweet Treats","Hoots 2.47oz",1237.02,778
"01-Aug-2020","Sweet Treats","Elysian Fudge 7.05oz",5248.80,720
"01-Aug-2020","Sweet Treats","Cheeky Caramels 31.72oz",7239.11,439
"01-Aug-2020","Sweet Treats","Bitterbutter 15.51oz",3300.30,570
"01-Aug-2020","Sweet Treats","Boho 7.05oz",3076.26,474
"01-Aug-2020","Sweet Treats","Cheeky Caramels 12.69oz",2742.08,352
"01-Aug-2020","Sweet Treats","Zoots 12.69oz",634.41,159
"01-Aug-2020","Sweet Treats","Caramax 10.57oz",2369.40,660
"01-Aug-2020","Sweet Treats","Obelisk 22.03oz",1189.16,124
"01-Aug-2020","Sweet Treats","Sweetsverse 2.82oz",797.58,422
"01-Aug-2020","Sweet Treats","Boho 28.19oz",605.81,29
"01-Aug-2020","Sweet Treats","Boho 2.82oz",562.12,188
"01-Aug-2020","Sweet Treats","Unicorn 4.23oz",909.48,572
"01-Aug-2020","Sweet Treats","Pippops 22.91oz",3520.30,470
"01-Aug-2020","Sweet Treats","Huckles 5.29oz",1345.96,644
"01-Aug-2020","Sweet Treats","Sailor Joe 4.23oz",15.33,7
"01-Aug-2020","Sweet Treats","Unicorn 16.92oz",431.20,80
"01-Aug-2020","Sweet Treats","Flair 17.62oz",7400.36,484
"01-Aug-2020","Sweet Treats","Unicorn 6.77oz",590.33,247
"01-Aug-2020","Sweet Treats","Buzzers 3.00oz",597.32,548
"01-Aug-2020","Sweet Treats","Daydream 2.82oz",328.44,276
"01-Aug-2020","Sweet Treats","Pippops 2.29oz",709.83,717
"01-Aug-2020","Sweet Treats","Cheeky Caramels 3.17oz",1852.56,744
"01-Aug-2020","Sweet Treats","Sweetsverse 28.19oz",6403.29,461
"01-Aug-2020","Sweet Treats","Boho 11.28oz",6802.38,702
"01-Aug-2020","Sweet Treats","Googlies 4.83oz",815.15,685
"01-Aug-2020","Sweet Treats","Creamies 2.64oz",268.71,159
"01-Aug-2020","Sweet Treats","Gnaw 16.92oz",752.76,204
"01-Aug-2020","Sweet Treats","Rokkolate 4.23oz",295.02,198
"01-Aug-2020","Sweet Treats","Forage Bar 5.71oz",873.81,399
"01-Aug-2020","Sweet Treats","Paramels 13.39oz",5552.75,475
"01-Aug-2020","Sweet Treats","Bitterbutter 9.69oz",3407.46,854
"01-Aug-2020","Sweet Treats","Hoots 6.17oz",2128.92,628
"01-Aug-2020","Sweet Treats","Sailor Joe 10.57oz",3892.44,796
"01-Aug-2020","Sweet Treats","Yumyums 9.16oz",3919.86,714
"01-Aug-2020","Sweet Treats","Banonza 6.59oz",377.16,84
"01-Aug-2020","Sweet Treats","Googlies 19.38oz",1288.77,323
"01-Aug-2020","Sweet Treats","Forage Bar 2.29oz",802.89,811
"01-Aug-2020","Sweet Treats","Petals 3.07oz",2091.60,840
"01-Aug-2020","Sweet Treats","Chocolatey Nougat 14.10oz",766.14,226
"01-Aug-2020","Sweet Treats","Bravo 1.76oz",535.44,776
"01-Aug-2020","Sweet Treats","Sailor Joe 42.29oz",11384.88,712
"01-Aug-2020","Sweet Treats","Minotaur 3.35oz",863.37,543
"01-Aug-2020","Sweet Treats","Schnoogles 14.10oz",9678.83,707
"01-Aug-2020","Sweet Treats","Sailor Joe 16.92oz",3381.93,477
"01-Aug-2020","Sweet Treats","Banananice 1.76oz",656.88,552
"01-Aug-2020","Sweet Treats","Flair 28.19oz",12635.48,572
"01-Aug-2020","Sweet Treats","Banonza 2.64oz",1053.36,504
"01-Aug-2020","Sweet Treats","Banananice 4.41oz",1533.28,592
"01-Aug-2020","Sweet Treats","Yumyums 2.29oz",649.77,363
"01-Aug-2020","Sweet Treats","Meltos 2.82oz",193.59,81
"01-Aug-2020","Sweet Treats","Gumbles 1.76oz",506.85,465
"01-Aug-2020","Sweet Treats","Paramels 3.35oz",3225.06,874
"01-Aug-2020","Sweet Treats","Cerealice 3.52oz",850.89,251
"01-Aug-2020","Sweet Treats","Pippops 9.16oz",2437.41,719
"01-Aug-2020","Sweet Treats","Constellation 16.00oz",6734.75,775
"01-Aug-2020","Sweet Treats","Chocolatey Nougat 3.52oz",850.20,780
"01-Aug-2020","Sweet Treats","Unicorn 1.69oz",413.96,524
"01-Aug-2020","Sweet Treats","Gnaw 4.23oz",888.93,747
"01-Aug-2020","Sweet Treats","Carousel 16.00oz",4554.00,600
"01-Aug-2020","Sweet Treats","Bravo 7.05oz",1817.70,830
"01-Aug-2020","Sweet Treats","Xero 10.57oz",1538.68,572
"01-Aug-2020","Sweet Treats","Zigzags 14.10oz",2021.88,332
"01-Aug-2020","Sweet Treats","Dynasty 16.00oz",6101.97,593
"01-Aug-2020","Sweet Treats","Paramels 33.48oz",3362.06,134
"01-Aug-2020","Sweet Treats","Cheeky Caramels 7.93oz",4177.95,805
"01-Aug-2020","Sweet Treats","Gumbles 4.41oz",1637.35,715
"01-Aug-2020","Sweet Treats","Fairy Sweets 1.59oz",363.44,616
"01-Aug-2020","Sweet Treats","Flair 7.05oz",5449.99,791
"01-Aug-2020","Sweet Treats","Rokkolate 10.57oz",318.66,94
"01-Aug-2020","Sweet Treats","Googlies 7.75oz",98.45,55
"01-Aug-2020","Sweet Treats","Minotaur 33.48oz",7278.18,602
"01-Aug-2020","Sweet Treats","Salt Chocolate 26.43oz",5289.41,779
"01-Aug-2020","Sweet Treats","Zoots 7.93oz",1524.90,510
"01-Aug-2020","Sweet Treats","The Original 10.57oz",345.45,105
