SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-jul-2020","Naughty but Nice","Petals 3.07oz",4337.85,1815
"01-jul-2020","Naughty but Nice","Sweetlings 7.05oz",9767.71,1919
"01-jul-2020","Naughty but Nice","Zoots 7.93oz",2994.04,1036
"01-jul-2020","Naughty but Nice","Constellation 16.00oz",18776.82,2238
"01-jul-2020","Naughty but Nice","Unicorn 6.77oz",1483.92,648
"01-jul-2020","Naughty but Nice","Banananice 1.76oz",2870.28,2412
"01-jul-2020","Naughty but Nice","Sportsman 7.05oz",4603.14,1926
"01-jul-2020","Naughty but Nice","Googlies 4.83oz",1185.24,996
"01-jul-2020","Naughty but Nice","Zigzags 14.10oz",6004.23,1037
"01-jul-2020","Naughty but Nice","Cheeky Caramels 3.17oz",5707.32,2388
"01-jul-2020","Naughty but Nice","The Original 4.23oz",985.51,709
"01-jul-2020","Naughty but Nice","Whippersnappers 1.76oz",682.42,458
"01-jul-2020","Naughty but Nice","Sailor Joe 42.29oz",16667.24,1076
"01-jul-2020","Naughty but Nice","Twisters 10.57oz",6878.31,2029
"01-jul-2020","Naughty but Nice","Carousel 16.00oz",17908.59,2391
"01-jul-2020","Naughty but Nice","Sweetsverse 7.05oz",9739.59,2441
"01-jul-2020","Naughty but Nice","Cheeky Caramels 12.69oz",17663.93,2297
"01-jul-2020","Naughty but Nice","Sweetsverse 28.19oz",32733.27,2463
"01-jul-2020","Naughty but Nice","Buzzers 3.00oz",1527.09,1401
"01-jul-2020","Naughty but Nice","Gumbles 1.76oz",2309.71,2119
"01-jul-2020","Naughty but Nice","Sailor Joe 16.92oz",14775.04,2176
"01-jul-2020","Naughty but Nice","Sailor Joe 4.23oz",105.12,48
"01-jul-2020","Naughty but Nice","Buzzers 7.47oz",2727.39,1191
"01-jul-2020","Naughty but Nice","Pippops 2.29oz",1499.85,1515
"01-jul-2020","Naughty but Nice","Schnoogles 8.81oz",1365.63,147
"01-jul-2020","Naughty but Nice","Bravo 7.05oz",4184.18,2002
"01-jul-2020","Naughty but Nice","Caramax 2.64oz",1726.56,1584
"01-jul-2020","Naughty but Nice","Zigzags 5.64oz",4897.69,1891
"01-jul-2020","Naughty but Nice","Creamies 10.57oz",217.93,37
"01-jul-2020","Naughty but Nice","Elysian Fudge 7.05oz",12456.18,1782
"01-jul-2020","Naughty but Nice","Chocolatey Nougat 8.81oz",5111.28,2232
"01-jul-2020","Naughty but Nice","Minotaur 13.39oz",8898.89,1651
"01-jul-2020","Naughty but Nice","Pippops 9.16oz",6431.95,1955
"01-jul-2020","Naughty but Nice","Chocolatey Nougat 14.10oz",164.50,50
"01-jul-2020","Naughty but Nice","Hoots 9.87oz",11516.31,2509
"01-jul-2020","Naughty but Nice","Huckles 5.29oz",1772.32,848
"01-jul-2020","Naughty but Nice","Bitterbutter 9.69oz",6445.73,1657
"01-jul-2020","Naughty but Nice","Meltos 28.19oz",48351.03,2587
"01-jul-2020","Naughty but Nice","Huckles 2.11oz",1424.61,1439
"01-jul-2020","Naughty but Nice","Paramels 33.48oz",2457.18,102
"01-jul-2020","Naughty but Nice","Creamies 2.64oz",3978.26,2354
"01-jul-2020","Naughty but Nice","Elysian Fudge 1.76oz",2173.21,949
"01-jul-2020","Naughty but Nice","Zoots 12.69oz",2586.85,665
"01-jul-2020","Naughty but Nice","Caramax 10.57oz",7388.33,2117
"01-jul-2020","Naughty but Nice","Paramels 8.35oz",864.69,111
"01-jul-2020","Naughty but Nice","Sailor Joe 10.57oz",3664.35,765
"01-jul-2020","Naughty but Nice","Salt Chocolate 10.57oz",2095.99,701
"01-jul-2020","Naughty but Nice","Unicorn 16.92oz",3259.32,628
"01-jul-2020","Naughty but Nice","Buzzers 11.98oz",7392.63,2247
"01-jul-2020","Naughty but Nice","Caramax 6.59oz",2980.33,1247
"01-jul-2020","Naughty but Nice","Xero 4.23oz",1608.88,1352
"01-jul-2020","Naughty but Nice","Gnaw 10.57oz",2193.69,881
"01-jul-2020","Naughty but Nice","Boho 11.28oz",2647.98,282
"01-jul-2020","Naughty but Nice","Cerealice 5.64oz",6467.51,1379
"01-jul-2020","Naughty but Nice","Gumbles 4.41oz",348.08,152
"01-jul-2020","Naughty but Nice","Unicorn 4.23oz",1044.63,657
"01-jul-2020","Naughty but Nice","Pippops 22.91oz",8988.57,1233
"01-jul-2020","Naughty but Nice","Xero 10.57oz",5050.50,1950
"01-jul-2020","Naughty but Nice","Yumyums 22.91oz",31389.25,2575
"01-jul-2020","Naughty but Nice","Flair 28.19oz",18978.63,867
"01-jul-2020","Naughty but Nice","Boho 7.05oz",9189.69,1461
"01-jul-2020","Naughty but Nice","Dr Sweets 9.52oz",2701.41,1699
"01-jul-2020","Naughty but Nice","Zoots 3.17oz",940.41,729
"01-jul-2020","Naughty but Nice","Magma 6.17oz",9180.40,2360
"01-jul-2020","Naughty but Nice","Flair 7.05oz",5492.49,821
"01-jul-2020","Naughty but Nice","Cheeky Caramels 7.93oz",1058.72,208
"01-jul-2020","Naughty but Nice","Hoots 2.47oz",2004.05,1345
"01-jul-2020","Naughty but Nice","Googlies 7.75oz",2453.88,1452
"01-jul-2020","Naughty but Nice","Sweetlings 2.82oz",5514.32,2408
"01-jul-2020","Naughty but Nice","Daydream 2.82oz",2321.69,1951
"01-jul-2020","Naughty but Nice","Sportsman 2.82oz",2546.60,2140
