SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-aug-2020","Naughty but Nice","Sweetlings 2.82oz",2590.76,1084
"01-aug-2020","Naughty but Nice","Sailor Joe 42.29oz",29643.89,1831
"01-aug-2020","Naughty but Nice","Gnaw 16.92oz",6280.38,1702
"01-aug-2020","Naughty but Nice","Bitterbutter 3.88oz",4541.67,2403
"01-aug-2020","Naughty but Nice","Caramax 6.59oz",779.37,313
"01-aug-2020","Naughty but Nice","Elysian Fudge 1.76oz",3228.90,1410
"01-aug-2020","Naughty but Nice","Caramax 2.64oz",2307.41,1939
"01-aug-2020","Naughty but Nice","Yumyums 5.71oz",7780.50,1950
"01-aug-2020","Naughty but Nice","Googlies 7.75oz",3642.65,2035
"01-aug-2020","Naughty but Nice","Salt Chocolate 10.57oz",3402.09,1101
"01-aug-2020","Naughty but Nice","Boho 11.28oz",16926.91,1729
"01-aug-2020","Naughty but Nice","Pippops 9.16oz",8508.62,2438
"01-aug-2020","Naughty but Nice","Forage Bar 2.29oz",1763.62,1618
"01-aug-2020","Naughty but Nice","Schnoogles 14.10oz",33613.80,2420
"01-aug-2020","Naughty but Nice","Googlies 4.83oz",1464.89,1231
"01-aug-2020","Naughty but Nice","Sweetsverse 28.19oz",18564.73,1327
"01-aug-2020","Naughty but Nice","Rokkolate 10.57oz",7427.49,2191
"01-aug-2020","Naughty but Nice","Daydream 2.82oz",505.75,425
"01-aug-2020","Naughty but Nice","Bitterbutter 9.69oz",2796.99,701
"01-aug-2020","Naughty but Nice","Unicorn 16.92oz",12945.42,2358
"01-aug-2020","Naughty but Nice","Xero 4.23oz",2892.18,2242
"01-aug-2020","Naughty but Nice","Paramels 3.35oz",4708.44,1276
"01-aug-2020","Naughty but Nice","Paramels 8.35oz",7228.88,872
"01-aug-2020","Naughty but Nice","Obelisk 22.03oz",765.51,79
"01-aug-2020","Naughty but Nice","Cheeky Caramels 12.69oz",17981.31,2279
"01-aug-2020","Naughty but Nice","Buzzers 3.00oz",110.09,101
"01-aug-2020","Naughty but Nice","Cheeky Caramels 7.93oz",3750.61,709
"01-aug-2020","Naughty but Nice","Sweetlings 11.28oz",1294.38,162
