SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-sep-2020","Naughty but Nice","Paramels 3.35oz",9319.61,2459
"01-sep-2020","Naughty but Nice","Hoots 9.87oz",6078.27,1243
"01-sep-2020","Naughty but Nice","Schnoogles 14.10oz",15442.64,1096
"01-sep-2020","Naughty but Nice","Cerealice 14.10oz",3556.35,315
"01-sep-2020","Naughty but Nice","Cerealice 1.41oz",630.37,373
"01-sep-2020","Naughty but Nice","Forage Bar 2.29oz",1616.47,1483
"01-sep-2020","Naughty but Nice","Twisters 4.23oz",221.01,139
"01-sep-2020","Naughty but Nice","Minotaur 3.35oz",741.91,439
"01-sep-2020","Naughty but Nice","Yumyums 5.71oz",4625.79,1131
"01-sep-2020","Naughty but Nice","Banananice 1.76oz",452.79,351
"01-sep-2020","Naughty but Nice","Sailor Joe 16.92oz",3220.70,430
"01-sep-2020","Naughty but Nice","Huckles 5.29oz",2617.05,1195
"01-sep-2020","Naughty but Nice","Pippops 2.29oz",913.77,923
"01-sep-2020","Naughty but Nice","Schnoogles 3.52oz",8854.28,1972
"01-sep-2020","Naughty but Nice","Flair 7.05oz",11344.00,1600
"01-sep-2020","Naughty but Nice","Dr Sweets 9.52oz",1077.58,602
"01-sep-2020","Naughty but Nice","Zigzags 14.10oz",2773.26,434
"01-sep-2020","Naughty but Nice","Gumbles 4.41oz",3616.07,1513
"01-sep-2020","Naughty but Nice","Constellation 16.00oz",9432.29,1061
"01-sep-2020","Naughty but Nice","Gnaw 4.23oz",2619.99,2031
"01-sep-2020","Naughty but Nice","Boho 7.05oz",2797.48,412
"01-sep-2020","Naughty but Nice","Flair 17.62oz",40778.31,2599
"01-sep-2020","Naughty but Nice","Minotaur 33.48oz",25811.46,2034
"01-sep-2020","Naughty but Nice","Banananice 4.41oz",1277.82,458
"01-sep-2020","Naughty but Nice","Magma 6.17oz",8132.79,1941
"01-sep-2020","Naughty but Nice","Xero 4.23oz",423.12,328
"01-sep-2020","Naughty but Nice","Cheeky Caramels 7.93oz",10876.24,2056
"01-sep-2020","Naughty but Nice","Flair 28.19oz",46008.90,2010
"01-sep-2020","Naughty but Nice","Caramax 10.57oz",1800.72,488
"01-sep-2020","Naughty but Nice","Paramels 33.48oz",29337.98,1142
"01-sep-2020","Naughty but Nice","Cerealice 5.64oz",3720.79,731
"01-sep-2020","Naughty but Nice","Boho 11.28oz",5690.76,564
"01-sep-2020","Naughty but Nice","Yumyums 2.29oz",1274.48,712
"01-sep-2020","Naughty but Nice","Sweetlings 7.05oz",3403.80,620
"01-sep-2020","Naughty but Nice","Sweetsverse 2.82oz",2497.45,1255
"01-sep-2020","Naughty but Nice","Sweetsverse 28.19oz",35439.11,2429
"01-sep-2020","Naughty but Nice","Twisters 16.92oz",2085.82,418
"01-sep-2020","Naughty but Nice","Pippops 9.16oz",5718.87,1593
"01-sep-2020","Naughty but Nice","Petals 1.23oz",2669.17,2243
"01-sep-2020","Naughty but Nice","Paramels 8.35oz",7005.05,845
"01-sep-2020","Naughty but Nice","Cheeky Caramels 31.72oz",25115.43,1487
"01-sep-2020","Naughty but Nice","Fairy Sweets 1.59oz",1054.33,1787
"01-sep-2020","Naughty but Nice","Rumbuns 2.47oz",3263.25,1425
"01-sep-2020","Naughty but Nice","Schnoogles 8.81oz",13369.25,1325
"01-sep-2020","Naughty but Nice","Zoots 3.17oz",789.52,568
"01-sep-2020","Naughty but Nice","Unicorn 4.23oz",1485.51,879
"01-sep-2020","Naughty but Nice","Chocolatey Nougat 14.10oz",1745.00,500
"01-sep-2020","Naughty but Nice","Gnaw 16.92oz",3862.77,993
"01-sep-2020","Naughty but Nice","Boho 28.19oz",16246.44,756
"01-sep-2020","Naughty but Nice","Gnaw 10.57oz",5055.68,1952
"01-sep-2020","Naughty but Nice","Cerealice 3.52oz",4117.73,1147
"01-sep-2020","Naughty but Nice","Hoots 2.47oz",3785.79,2381
"01-sep-2020","Naughty but Nice","Chocolatey Nougat 8.81oz",4688.67,1883
"01-sep-2020","Naughty but Nice","Rokkolate 10.57oz",2599.16,724
"01-sep-2020","Naughty but Nice","Salt Chocolate 26.43oz",16643.19,2381
"01-sep-2020","Naughty but Nice","Salt Chocolate 10.57oz",5520.62,1678
"01-sep-2020","Naughty but Nice","Carousel 16.00oz",7406.73,927
"01-sep-2020","Naughty but Nice","Meltos 2.82oz",2318.19,931
"01-sep-2020","Naughty but Nice","Zoots 12.69oz",5216.55,1245
"01-sep-2020","Naughty but Nice","Caramax 2.64oz",515.27,433
"01-sep-2020","Naughty but Nice","Zigzags 3.52oz",3926.27,1973
"01-sep-2020","Naughty but Nice","Daydream 7.05oz",934.99,361
"01-sep-2020","Naughty but Nice","Sportsman 7.05oz",6433.56,2484
"01-sep-2020","Naughty but Nice","Sweetlings 11.28oz",20094.96,2424
"01-sep-2020","Naughty but Nice","Buzzers 3.00oz",1917.31,1759
"01-sep-2020","Naughty but Nice","Obelisk 22.03oz",7182.81,719
