SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-Jul-2020","Desserts4All","Banananice 1.76oz",5152.26,3994
"01-Jul-2020","Desserts4All","Banananice 4.41oz",14374.08,5152
"01-Jul-2020","Desserts4All","Banonza 2.64oz",16387.77,7483
"01-Jul-2020","Desserts4All","Banonza 6.59oz",34200.09,7451
"01-Jul-2020","Desserts4All","Bitterbutter 3.88oz",13239.45,7005
"01-Jul-2020","Desserts4All","Bitterbutter 9.69oz",35873.39,8771
"01-Jul-2020","Desserts4All","Bitterbutter 15.51oz",48524.99,8101
"01-Jul-2020","Desserts4All","Boho 7.05oz",50937.66,7614
"01-Jul-2020","Desserts4All","Boho 11.28oz",60689.25,6075
"01-Jul-2020","Desserts4All","Bravo 1.76oz",2443.29,3541
"01-Jul-2020","Desserts4All","Bravo 7.05oz",16313.31,7449
"01-Jul-2020","Desserts4All","Buzzers 3.00oz",740.11,679
"01-Jul-2020","Desserts4All","Buzzers 7.47oz",13978.86,5614
"01-Jul-2020","Desserts4All","Buzzers 11.98oz",16490.25,4725
"01-Jul-2020","Desserts4All","Caramax 2.64oz",3243.94,2726
"01-Jul-2020","Desserts4All","Caramax 6.59oz",17195.94,6906
"01-Jul-2020","Desserts4All","Caramax 10.57oz",15051.51,4079
"01-Jul-2020","Desserts4All","Carousel 16.00oz",4977.77,623
"01-Jul-2020","Desserts4All","Cerealice 1.41oz",6820.84,4036
"01-Jul-2020","Desserts4All","Cerealice 3.52oz",16693.50,4650
"01-Jul-2020","Desserts4All","Cerealice 5.64oz",43043.74,8626
"01-Jul-2020","Desserts4All","Cerealice 14.10oz",76224.66,6634
"01-Jul-2020","Desserts4All","Cheeky Caramels 3.17oz",6019.16,2324
"01-Jul-2020","Desserts4All","Cheeky Caramels 7.93oz",33186.23,6157
"01-Jul-2020","Desserts4All","Cheeky Caramels 12.69oz",52424.19,6401
"01-Jul-2020","Desserts4All","Cheeky Caramels 31.72oz",74604.60,4340
"01-Jul-2020","Desserts4All","Chocolatey Nougat 3.52oz",815.15,685
"01-Jul-2020","Desserts4All","Chocolatey Nougat 8.81oz",3237.00,1300
"01-Jul-2020","Desserts4All","Chocolatey Nougat 14.10oz",6903.22,1978
"01-Jul-2020","Desserts4All","Constellation 16.00oz",42156.38,4742
"01-Jul-2020","Desserts4All","Creamies 2.64oz",4401.61,2459
"01-Jul-2020","Desserts4All","Creamies 10.57oz",50683.72,8188
"01-Jul-2020","Desserts4All","Daydream 2.82oz",4598.85,3565
"01-Jul-2020","Desserts4All","Daydream 7.05oz",5938.87,2293
"01-Jul-2020","Desserts4All","Dr Sweets 9.52oz",7528.95,4455
"01-Jul-2020","Desserts4All","Dynasty 16.00oz",66024.01,6119
"01-Jul-2020","Desserts4All","Elysian Fudge 1.76oz",11667.98,4882
"01-Jul-2020","Desserts4All","Elysian Fudge 4.41oz",6834.68,1292
"01-Jul-2020","Desserts4All","Elysian Fudge 7.05oz",25788.07,3443
"01-Jul-2020","Desserts4All","Fairy Sweets 1.59oz",283.79,481
"01-Jul-2020","Desserts4All","Flair 7.05oz",13732.90,1910
"01-Jul-2020","Desserts4All","Flair 17.62oz",72211.92,4488
"01-Jul-2020","Desserts4All","Flair 28.19oz",140997.66,6054
"01-Jul-2020","Desserts4All","Forage Bar 2.29oz",4239.01,3889
"01-Jul-2020","Desserts4All","Forage Bar 5.71oz",19856.59,8671
"01-Jul-2020","Desserts4All","Gnaw 4.23oz",9753.24,8196
"01-Jul-2020","Desserts4All","Gnaw 10.57oz",22049.93,8197
"01-Jul-2020","Desserts4All","Gnaw 16.92oz",7022.87,1853
"01-Jul-2020","Desserts4All","Googlies 1.94oz",4230.89,7171
"01-Jul-2020","Desserts4All","Googlies 4.83oz",3879.03,3007
"01-Jul-2020","Desserts4All","Googlies 7.75oz",12492.41,6979
"01-Jul-2020","Desserts4All","Googlies 19.38oz",35059.48,8572
"01-Jul-2020","Desserts4All","Gumbles 1.76oz",5145.56,4324
"01-Jul-2020","Desserts4All","Gumbles 4.41oz",15100.02,6318
"01-Jul-2020","Desserts4All","Hoots 2.47oz",4203.96,2644
"01-Jul-2020","Desserts4All","Hoots 6.17oz",28998.41,8309
"01-Jul-2020","Desserts4All","Hoots 9.87oz",1579.47,323
"01-Jul-2020","Desserts4All","Huckles 2.11oz",2676.96,2704
"01-Jul-2020","Desserts4All","Huckles 5.29oz",3832.50,1750
"01-Jul-2020","Desserts4All","Magma 2.47oz",11162.34,5906
"01-Jul-2020","Desserts4All","Magma 6.17oz",11885.54,2906
"01-Jul-2020","Desserts4All","Meltos 2.82oz",1723.08,692
"01-Jul-2020","Desserts4All","Meltos 7.05oz",93.33,17
"01-Jul-2020","Desserts4All","Meltos 28.19oz",53623.44,2696
"01-Jul-2020","Desserts4All","Minotaur 3.35oz",12200.11,7219
"01-Jul-2020","Desserts4All","Minotaur 13.39oz",20456.07,3533
"01-Jul-2020","Desserts4All","Minotaur 33.48oz",44789.14,3586
"01-Jul-2020","Desserts4All","Obelisk 8.81oz",13218.29,3011
"01-Jul-2020","Desserts4All","Obelisk 22.03oz",40539.42,4058
"01-Jul-2020","Desserts4All","Obelisk 35.24oz",19320.19,1381
"01-Jul-2020","Desserts4All","Paramels 3.35oz",28038.42,7398
"01-Jul-2020","Desserts4All","Paramels 8.35oz",4700.43,567
"01-Jul-2020","Desserts4All","Paramels 13.39oz",56846.09,4781
"01-Jul-2020","Desserts4All","Paramels 33.48oz",12206.43,477
"01-Jul-2020","Desserts4All","Petals 1.23oz",3129.70,2630
"01-Jul-2020","Desserts4All","Petals 3.07oz",17218.32,6648
"01-Jul-2020","Desserts4All","Pippops 2.29oz",8082.36,8164
"01-Jul-2020","Desserts4All","Pippops 9.16oz",4268.27,1223
"01-Jul-2020","Desserts4All","Pippops 22.91oz",15418.45,2005
"01-Jul-2020","Desserts4All","Rokkolate 4.23oz",13247.88,8332
"01-Jul-2020","Desserts4All","Rokkolate 10.57oz",8700.57,2493
"01-Jul-2020","Desserts4All","Rumbuns 2.47oz",12961.40,5660
"01-Jul-2020","Desserts4All","Rumbuns 9.87oz",27708.25,3425
"01-Jul-2020","Desserts4All","Sailor Joe 4.23oz",16252.13,7097
"01-Jul-2020","Desserts4All","Sailor Joe 10.57oz",12078.57,2373
"01-Jul-2020","Desserts4All","Sailor Joe 16.92oz",9922.20,1380
"01-Jul-2020","Desserts4All","Sailor Joe 42.29oz",109839.89,6661
"01-Jul-2020","Desserts4All","Salt Chocolate 10.57oz",27877.41,8739
"01-Jul-2020","Desserts4All","Salt Chocolate 26.43oz",11436.17,1613
"01-Jul-2020","Desserts4All","Schnoogles 3.52oz",15486.01,3449
"01-Jul-2020","Desserts4All","Schnoogles 8.81oz",77369.47,7823
"01-Jul-2020","Desserts4All","Schnoogles 14.10oz",89410.09,6391
"01-Jul-2020","Desserts4All","Sportsman 2.82oz",2964.42,2298
"01-Jul-2020","Desserts4All","Sportsman 7.05oz",9461.27,3653
"01-Jul-2020","Desserts4All","Sweetlings 2.82oz",14877.75,5975
"01-Jul-2020","Desserts4All","Sweetlings 7.05oz",46887.61,8699
"01-Jul-2020","Desserts4All","Sweetlings 11.28oz",66356.95,8305
"01-Jul-2020","Desserts4All","Sweetsverse 2.82oz",14834.61,7849
"01-Jul-2020","Desserts4All","Sweetsverse 7.05oz",13307.44,3176
"01-Jul-2020","Desserts4All","Sweetsverse 28.19oz",117564.15,8285
"01-Jul-2020","Desserts4All","The Original 4.23oz",5003.42,3358
"01-Jul-2020","Desserts4All","The Original 10.57oz",18946.71,5589
"01-Jul-2020","Desserts4All","Twisters 4.23oz",1485.06,934
"01-Jul-2020","Desserts4All","Twisters 10.57oz",18434.65,5135
"01-Jul-2020","Desserts4All","Twisters 16.92oz",38577.69,7731
"01-Jul-2020","Desserts4All","Unicorn 1.69oz",164.32,208
"01-Jul-2020","Desserts4All","Unicorn 4.23oz",6714.37,3973
"01-Jul-2020","Desserts4All","Unicorn 6.77oz",17992.74,7226
"01-Jul-2020","Desserts4All","Unicorn 16.92oz",10632.18,1902
"01-Jul-2020","Desserts4All","Whippersnappers 1.76oz",11050.50,6950
"01-Jul-2020","Desserts4All","Whippersnappers 4.41oz",2914.15,835
"01-Jul-2020","Desserts4All","Xero 4.23oz",4667.22,3618
"01-Jul-2020","Desserts4All","Xero 10.57oz",4882.35,1815
"01-Jul-2020","Desserts4All","Yumyums 2.29oz",1362.19,761
"01-Jul-2020","Desserts4All","Yumyums 5.71oz",32854.97,8033
"01-Jul-2020","Desserts4All","Yumyums 9.16oz",4802.36,844
"01-Jul-2020","Desserts4All","Yumyums 22.91oz",14743.65,1135
"01-Jul-2020","Desserts4All","Zigzags 1.41oz",2201.86,2474
"01-Jul-2020","Desserts4All","Zigzags 3.52oz",2171.09,1091
"01-Jul-2020","Desserts4All","Zigzags 5.64oz",3825.18,1422
"01-Jul-2020","Desserts4All","Zigzags 14.10oz",26784.13,4327
"01-Jul-2020","Desserts4All","Zoots 3.17oz",3591.76,2584
"01-Jul-2020","Desserts4All","Zoots 7.93oz",7950.57,2573
"01-Jul-2020","Desserts4All","Zoots 12.69oz",31112.63,7607
