SalesMonth,Retailer,Product,SalesValueUSD,UnitsSold
"01-aug-2020","Just One More","Unicorn 6.77oz",421.36,184
"01-aug-2020","Just One More","Googlies 1.94oz",106.79,181
"01-aug-2020","Just One More","Minotaur 33.48oz",3717.42,318
"01-aug-2020","Just One More","Pippops 2.29oz",11.88,12
"01-aug-2020","Just One More","Xero 4.23oz",423.64,356
"01-aug-2020","Just One More","Rumbuns 2.47oz",2130.87,973
"01-aug-2020","Just One More","Daydream 2.82oz",785.40,660
"01-aug-2020","Just One More","Zigzags 5.64oz",527.88,212
"01-aug-2020","Just One More","Sweetsverse 2.82oz",1381.88,772
"01-aug-2020","Just One More","Sailor Joe 4.23oz",1833.03,837
"01-aug-2020","Just One More","Paramels 3.35oz",1583.19,441
"01-aug-2020","Just One More","Meltos 28.19oz",807.97,43
"01-aug-2020","Just One More","Gnaw 4.23oz",548.59,461
"01-aug-2020","Just One More","Hoots 2.47oz",1419.97,953
"01-aug-2020","Just One More","Creamies 10.57oz",4234.93,707
"01-aug-2020","Just One More","Meltos 7.05oz",5241.90,1010
"01-aug-2020","Just One More","Obelisk 8.81oz",1128.84,276
"01-aug-2020","Just One More","Sailor Joe 16.92oz",248.04,36
"01-aug-2020","Just One More","Paramels 13.39oz",11503.90,1010
"01-aug-2020","Just One More","Yumyums 2.29oz",566.15,335
"01-aug-2020","Just One More","Bravo 7.05oz",1803.67,863
"01-aug-2020","Just One More","Huckles 5.29oz",1772.32,848
"01-aug-2020","Just One More","Magma 6.17oz",3053.65,785
"01-aug-2020","Just One More","Flair 17.62oz",6789.84,456
"01-aug-2020","Just One More","Caramax 10.57oz",572.36,164
"01-aug-2020","Just One More","Gnaw 16.92oz",2423.25,675
"01-aug-2020","Just One More","Elysian Fudge 4.41oz",4845.68,952
"01-aug-2020","Just One More","Gnaw 10.57oz",9.96,4
"01-aug-2020","Just One More","Cheeky Caramels 7.93oz",5588.82,1098
"01-aug-2020","Just One More","Constellation 16.00oz",7624.02,898
"01-aug-2020","Just One More","Bitterbutter 9.69oz",2404.02,618
"01-aug-2020","Just One More","Huckles 2.11oz",893.97,903
"01-aug-2020","Just One More","Gumbles 1.76oz",611.49,561
"01-aug-2020","Just One More","Dynasty 16.00oz",8526.05,845
"01-aug-2020","Just One More","Twisters 16.92oz",3281.15,685
"01-aug-2020","Just One More","Dr Sweets 9.52oz",839.52,528
"01-aug-2020","Just One More","Sweetsverse 7.05oz",3311.70,830
"01-aug-2020","Just One More","Paramels 33.48oz",293.88,12
"01-aug-2020","Just One More","Cerealice 3.52oz",2832.69,861
"01-aug-2020","Just One More","Creamies 2.64oz",1733.94,1026
"01-aug-2020","Just One More","Hoots 6.17oz",496.79,151
"01-aug-2020","Just One More","Caramax 6.59oz",1852.25,775
"01-aug-2020","Just One More","Zigzags 3.52oz",342.09,181
"01-aug-2020","Just One More","Googlies 19.38oz",2894.16,744
"01-aug-2020","Just One More","Schnoogles 8.81oz",8170.89,861
"01-aug-2020","Just One More","Whippersnappers 4.41oz",1039.64,316
"01-aug-2020","Just One More","Obelisk 22.03oz",3455.88,372
"01-aug-2020","Just One More","Boho 28.19oz",2630.31,129
"01-aug-2020","Just One More","Meltos 2.82oz",1539.16,644
"01-aug-2020","Just One More","Schnoogles 3.52oz",4185.81,999
"01-aug-2020","Just One More","Rokkolate 10.57oz",3484.11,1059
"01-aug-2020","Just One More","The Original 10.57oz",1075.03,337
